sample,run,instrument,fastq_1,fastq_2
SRR5935867,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935867_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935867_2.fastq.gz
SRR5935868,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935868_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935868_2.fastq.gz
SRR5935869,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935869_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935869_2.fastq.gz
SRR5935870,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935870_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935870_2.fastq.gz
SRR5935871,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935871_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935871_2.fastq.gz
SRR5935872,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935872_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935872_2.fastq.gz
SRR5935873,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935873_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935873_2.fastq.gz
SRR5935874,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935874_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935874_2.fastq.gz
SRR5935875,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935875_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935875_2.fastq.gz
SRR5935876,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935876_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935876_2.fastq.gz
SRR5935877,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935877_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935877_2.fastq.gz
SRR5935878,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935878_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935878_2.fastq.gz
SRR5935879,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935879_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935879_2.fastq.gz
SRR5935880,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935880_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935880_2.fastq.gz
SRR5935881,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935881_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935881_2.fastq.gz
SRR5935882,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935882_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935882_2.fastq.gz
SRR5935883,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935883_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935883_2.fastq.gz
SRR5935884,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935884_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935884_2.fastq.gz
SRR5935885,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935885_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935885_2.fastq.gz
SRR5935886,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935886_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935886_2.fastq.gz
SRR5935887,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935887_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935887_2.fastq.gz
SRR5935888,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935888_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935888_2.fastq.gz
SRR5935889,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935889_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935889_2.fastq.gz
SRR5935890,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935890_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935890_2.fastq.gz
SRR5935891,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935891_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935891_2.fastq.gz
SRR5935892,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935892_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935892_2.fastq.gz
SRR5935893,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935893_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935893_2.fastq.gz
SRR5935894,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935894_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935894_2.fastq.gz
SRR5935895,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935895_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935895_2.fastq.gz
SRR5935896,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935896_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935896_2.fastq.gz
SRR5935897,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935897_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935897_2.fastq.gz
SRR5935898,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935898_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935898_2.fastq.gz
SRR5935899,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935899_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935899_2.fastq.gz
SRR5935900,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935900_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935900_2.fastq.gz
SRR5935901,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935901_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935901_2.fastq.gz
SRR5935902,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935902_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935902_2.fastq.gz
SRR5935903,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935903_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935903_2.fastq.gz
SRR5935904,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935904_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935904_2.fastq.gz
SRR5935905,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935905_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935905_2.fastq.gz
SRR5935906,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935906_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935906_2.fastq.gz
SRR5935907,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935907_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935907_2.fastq.gz
SRR5935908,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935908_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935908_2.fastq.gz
SRR5935909,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935909_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935909_2.fastq.gz
SRR5935910,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935910_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935910_2.fastq.gz
SRR5935911,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935911_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935911_2.fastq.gz
SRR5935912,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935912_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935912_2.fastq.gz
SRR5935913,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935913_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935913_2.fastq.gz
SRR5935914,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935914_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935914_2.fastq.gz
SRR5935915,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935915_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935915_2.fastq.gz
SRR5935916,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935916_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935916_2.fastq.gz
SRR5935917,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935917_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935917_2.fastq.gz
SRR5935918,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935918_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935918_2.fastq.gz
SRR5935919,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935919_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935919_2.fastq.gz
SRR5935920,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935920_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935920_2.fastq.gz
SRR5935921,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935921_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935921_2.fastq.gz
SRR5935922,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935922_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935922_2.fastq.gz
SRR5935923,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935923_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935923_2.fastq.gz
SRR5935924,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935924_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935924_2.fastq.gz
SRR5935925,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935925_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935925_2.fastq.gz
SRR5935926,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935926_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935926_2.fastq.gz
SRR5935927,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935927_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935927_2.fastq.gz
SRR5935928,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935928_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935928_2.fastq.gz
SRR5935929,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935929_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935929_2.fastq.gz
SRR5935930,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935930_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935930_2.fastq.gz
SRR5935931,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935931_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935931_2.fastq.gz
SRR5935932,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935932_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935932_2.fastq.gz
SRR5935933,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935933_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935933_2.fastq.gz
SRR5935934,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935934_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935934_2.fastq.gz
SRR5935935,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935935_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935935_2.fastq.gz
SRR5935936,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935936_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935936_2.fastq.gz
SRR5935937,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935937_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935937_2.fastq.gz
SRR5935938,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935938_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935938_2.fastq.gz
SRR5935939,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935939_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935939_2.fastq.gz
SRR5935940,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935940_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935940_2.fastq.gz
SRR5935941,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935941_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935941_2.fastq.gz
SRR5935942,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935942_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935942_2.fastq.gz
SRR5935943,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935943_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935943_2.fastq.gz
SRR5935944,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935944_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935944_2.fastq.gz
SRR5935945,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935945_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935945_2.fastq.gz
SRR5935946,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935946_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935946_2.fastq.gz
SRR5935947,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935947_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935947_2.fastq.gz
SRR5935948,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935948_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935948_2.fastq.gz
SRR5935949,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935949_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935949_2.fastq.gz
SRR5935950,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935950_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935950_2.fastq.gz
SRR5935951,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935951_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935951_2.fastq.gz
SRR5935952,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935952_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935952_2.fastq.gz
SRR5935953,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935953_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935953_2.fastq.gz
SRR5935954,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935954_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935954_2.fastq.gz
SRR5935955,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935955_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935955_2.fastq.gz
SRR5935956,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935956_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935956_2.fastq.gz
SRR5935957,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935957_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935957_2.fastq.gz
SRR5935958,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935958_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935958_2.fastq.gz
SRR5935959,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935959_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935959_2.fastq.gz
SRR5935960,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935960_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935960_2.fastq.gz
SRR5935961,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935961_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935961_2.fastq.gz
SRR5935962,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935962_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935962_2.fastq.gz
SRR5935963,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935963_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935963_2.fastq.gz
SRR5935964,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935964_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935964_2.fastq.gz
SRR5935965,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935965_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935965_2.fastq.gz
SRR5935966,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935966_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935966_2.fastq.gz
SRR5935967,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935967_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935967_2.fastq.gz
SRR5935968,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935968_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935968_2.fastq.gz
SRR5935969,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935969_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935969_2.fastq.gz
SRR5935970,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935970_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935970_2.fastq.gz
SRR5935971,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935971_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935971_2.fastq.gz
SRR5935972,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935972_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935972_2.fastq.gz
SRR5935973,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935973_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935973_2.fastq.gz
SRR5935974,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935974_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935974_2.fastq.gz
SRR5935975,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935975_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935975_2.fastq.gz
SRR5935976,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935976_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935976_2.fastq.gz
SRR5935977,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935977_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935977_2.fastq.gz
SRR5935978,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935978_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935978_2.fastq.gz
SRR5935979,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935979_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935979_2.fastq.gz
SRR5935980,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935980_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935980_2.fastq.gz
SRR5935981,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935981_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935981_2.fastq.gz
SRR5935982,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935982_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935982_2.fastq.gz
SRR5935983,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935983_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935983_2.fastq.gz
SRR5935984,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935984_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935984_2.fastq.gz
SRR5935985,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935985_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935985_2.fastq.gz
SRR5935986,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935986_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935986_2.fastq.gz
SRR5935987,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935987_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935987_2.fastq.gz
SRR5935988,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935988_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935988_2.fastq.gz
SRR5935989,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935989_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935989_2.fastq.gz
SRR5935990,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935990_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935990_2.fastq.gz
SRR5935991,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935991_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935991_2.fastq.gz
SRR5935992,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935992_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935992_2.fastq.gz
SRR5935993,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935993_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935993_2.fastq.gz
SRR5935994,PRJNA398089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935994_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5935994_2.fastq.gz
